Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
https://brave.com,https://brave.com/blog/index.xml,Brave Blog,Brave,Enabled,,,article,,brave.com,Brave,,
https://chip.de,https://www.chip.de/rss/rss_ssh_news.xml,CHIP,Technology,Enabled,,,article,,chip.de,Top Sources;Technology,1,
https://spiegel.de,https://www.spiegel.de/index.rss,Der Spiegel,Top News,Enabled,,,article,,spiegel.de,Top Sources;Top News,2,
https://n-tv.de,https://www.n-tv.de/rss,NTV,Top News,Enabled,,,article,,n-tv.de,Top Sources;Top News,3,
https://computerbild.de,https://www.computerbild.de/rss/35011529.xml,Computer Bild,Technology,Enabled,,,article,,computerbild.de,Top Sources;Technology,4,
https://tagesschau.de,https://www.tagesschau.de/xml/rss2/,tagesschau,Top News,Enabled,,,article,,tagesschau.de,Top Sources;Top News,5,
https://focus.de,https://rss.focus.de/,FOCUS Online,Top News,Enabled,,,article,,focus.de,Top Sources;Top News,6,
https://t-online.de,https://www.t-online.de/feed.rss,T-Online,Top News,Enabled,,,article,,t-online.de,Top Sources;Top News,7,
https://heise.de,https://www.heise.de/rss/heise-atom.xml,heise,Technology,Enabled,,,article,,heise.de,Top Sources;Technology,8,
https://stern.de,https://www.stern.de/feed/standard/all/,STERN.de,Top News,Enabled,,,article,,stern.de,Top Sources;Top News,9,
https://kicker.de,https://newsfeed.kicker.de/news/aktuell,Kicker,Sport,Enabled,,,article,,kicker.de,Top Sources;Sport,10,
https://netzwelt.de,https://feeds.feedburner.com/netzwelt,NETZWELT,Technology,Enabled,,,article,,netzwelt.de,Top Sources;Technology,11,
https://bild.de,"https://www.bild.de/rssfeeds/vw-news/vw-news-16726644,dzbildplus=true,sort=1,teaserbildmobil=false,view=rss2.bild.xml",BILD,Top News,Enabled,,,article,,bild.de,Top Sources;Top News,12,
https://faz.net,https://www.faz.net/rss/aktuell/,FAZ,Top News,Enabled,,,article,,faz.net,Top Sources;Top News,13,
https://moviepilot.de,https://www.moviepilot.de/files/feeds/moviepilot-articles-standard.rss,Moviepilot,Entertainment,Enabled,,,article,,moviepilot.de,Top Sources;Entertainment,14,
https://sueddeutsche.de,https://rss.sueddeutsche.de/rss/Topthemen,Süddeutsche Zeitung,Top News,Enabled,,,article,,sueddeutsche.de,Top News,15,
https://welt.de,https://www.welt.de/feed.rss,Welt,Top News,Enabled,,,article,,welt.de,Top News,16,
https://giga.de,https://www.giga.de/rss/giga.rss,Giga,Technology,Enabled,,,article,,giga.de,Technology,17,
https://finanzen.net,https://www.finanzen.net/rss/news,Finanzen.net,Business,Enabled,,,article,,finanzen.net,Top Sources;Business,18,
https://ndr.de,https://www.ndr.de/homepage985-rss2.xml,NDR.de,Top News,Enabled,,,article,,ndr.de,Top News,19,
https://pcwelt.de,https://www.pcwelt.de/feed,PC-Welt,Technology,Enabled,,,article,,pcwelt.de,Technology,20,
https://computerbase.de,https://www.computerbase.de/rss/news.xml,ComputerBase,Technology,Enabled,,,article,,computerbase.de,Technology,21,
https://zeit.de,https://newsfeed.zeit.de/index,Die Zeit,Top News,Enabled,,,article,,zeit.de,Top News,22,
https://gamestar.de,https://www.gamestar.de/news/rss/news.rss,GameStar,Gaming,Enabled,,,article,,gamestar.de,Top Sources;Gaming,23,
https://br.de,https://nachrichtenfeeds.br.de/rss/nachrichten/seiten/QXAPkQJ,BR.de,Top News,Enabled,,,article,,br.de,Top News,24,
https://handelsblatt.com,https://www.handelsblatt.com/contentexport/feed/top-themen/,Handelsblatt,Business,Enabled,,,article,,handelsblatt.com,Top Sources;Business,25,
https://kino.de,https://www.kino.de/rss/movienews,Kino,Entertainment,Enabled,,,article,,kino.de,Top Sources;Entertainment,26,
https://wetter.com,https://www.wetter.com/wetter_rss/wetter.xml,Wetter,Weather,Enabled,,,article,,wetter.com,Weather,27,
